WorkerID,Type,Agent,Grammar,Stimulus,StimulusNum,Harm,Other Harm,Harmer,Other Harmer,Blame,responsible,other,police stop,conservative,police trust,police honest,police listen,police rights,political party,age,race,gender
44,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,1,0,,,,,,,,,,,
44,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,1,0,,,,,,,,,,,
44,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,,,,,,,,,,,
44,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,3,4,,,,,,,,,,,
44,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,1,0,,,,,,,,,,,
44,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,Student,,3,4,,,,,,,,,,,
44,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
44,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,3,3,,,,,,,,,,,
44,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,2,2,,,,,,,,,,,
44,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,0,0,,,,,,,,,,,
44,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,,,,,,,,,,,
44,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,3,2,,5,1,No,No,No,No,Democratic,35-44,Black,Man
41,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,,,,,,,,,,
41,Target,police chief,Non-Agentive,Fisherman killed in New Years Day shooting incident with police chief,12,Fisherman,,Police chief,,0,0,,,,,,,,,,,
41,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,2,2,It's hard to know without more information.,,,,,,,,,,
41,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,2,2,Was it self defense? Again,,,,,,,,,,
41,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,2,2,'Were they trying to harm the protestors in some way?'},,,,,,,,,,
41,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,,who other': 'Both the owner and everybody that may have been in the building at the time'},Waiter,,2,2,Again,,,,,,,,,,
41,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,,It doesn't really say who did it,3,3,,,,,,,,,,,
41,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,0,0,There's absolutely no reason to ever shoot a student unless every single alternative has been exhausted.,,,,,,,,,,
41,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,3,3,,,,,,,,,,,
41,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,2,2,'Need more info'},,,,,,,,,,
41,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,,Doesn't say,2,2,'Need more info'},,,,,,,,,,
41,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,2,2,'Need more info'},,,,,,,,,,
41,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,1,1,'Needs more info,,,,,,,,,,
41,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,3,3,,,,,,,,,,,
41,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,0,0,,,,,,,,,,,
41,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,5,1,No,No,No,No,Independent,18-24,White,Man
195,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
195,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,1,1,,,,,,,,,,,
195,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,2,2,,,,,,,,,,,
195,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,0,0,,,,,,,,,,,
195,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,1,1,,,,,,,,,,,
195,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,,,,,,,,,,,
195,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,,,,,,,,,,
195,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,3,3,,,,,,,,,,,
195,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Husband,,Wife,,4,4,,,,,,,,,,,
195,Target,police chief,Non-Agentive,Fisherman killed in New Years Day shooting incident with police chief,12,Fisherman,,Police chief,,0,0,,,,,,,,,,,
195,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Teacher,,Cop,,1,1,,,,,,,,,,,
195,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,0,,,,,,,,,,,
195,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,0,0,,,,,,,,,,,
195,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,,,,,,,,,,,
195,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Father,,2,2,,,,,,,,,,,
195,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,0,0,,4,2,No,No,No,No,Independent,25-34,White,Man
100,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,1,1,,,,,,,,,,,
100,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Husband,,Wife,,3,3,,,,,,,,,,,
100,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,,who other': 'the whole community'},,A Racist vandal'},0,0,,,,,,,,,,,
100,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,4,4,,,,,,,,,,,
100,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,4,4,,,,,,,,,,,
100,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,0,0,,,,,,,,,,,
100,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,,,,,,,,,,,
100,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,0,0,,,,,,,,,,,
100,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,1,1,,,,,,,,,,,
100,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,4,4,,,,,,,,,,,
100,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,,I'm sorry I advanced this question accidentally without reading it.,,Sorry again for advancing this too quickly'},2,2,,,,,,,,,,,
100,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,,It doesn't specify if the cops shot the protestors or if it was someone else,2,2,,,,,,,,,,,
100,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,,Who ever was driving another vehicle'},2,2,'Neither the mom or the neighbor are to blame. It was caused by another angry driver'},,,,,,,,,,
100,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,4,4,,,,,,,,,,,
100,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,Teen,,3,3,,,,,,,,,,,
100,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,4,2,Yes,Yes,Yes,Yes,Democratic,55-64,White,Woman
160,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,0,2,,,,,,,,,,,
160,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,1,1,,,,,,,,,,,
160,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,3,,,,,,,,,,,
160,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,3,3,,,,,,,,,,,
160,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,3,,,,,,,,,,,
160,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,1,1,,,,,,,,,,,
160,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,4,3,,,,,,,,,,,
160,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,1,1,,,,,,,,,,,
160,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,2,2,,,,,,,,,,,
160,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,3,3,,,,,,,,,,,
160,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
160,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,0,,,,,,,,,,,
160,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,4,2,,,,,,,,,,,
160,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,4,3,,,,,,,,,,,
160,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
160,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,4,4,,2,4,Yes,Yes,Yes,Yes,Republican,65+,White,Woman
61,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,1,1,,,,,,,,,,,
61,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,2,2,,,,,,,,,,,
61,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,3,3,,,,,,,,,,,
61,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,1,3,,,,,,,,,,,
61,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,3,3,,,,,,,,,,,
61,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,Teen,,3,3,,,,,,,,,,,
61,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,2,2,,,,,,,,,,,
61,Target,cops,Agentive,Cops shoot protesters during Friday confrontation; dash cam footage to be released early next week,28,Protesters,,Cops,,1,1,,,,,,,,,,,
61,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,3,1,,,,,,,,,,,
61,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,2,2,,,,,,,,,,,
61,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,,,,,,,,,,,
61,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,1,1,,,,,,,,,,,
61,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,3,1,,,,,,,,,,,
61,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,3,3,,,,,,,,,,,
61,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
61,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Teacher,,Teacher,,3,3,,1,4,Yes,Yes,Yes,Yes,Republican,25-34,White,Man
152,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,1,1,,,,,,,,,,,
152,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
152,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,3,3,,,,,,,,,,,
